TimeStamp	HeartRate		GSR		SUD
15:01:00	77	875	3
15:01:01	77	875
15:01:02	77	875
15:01:03	77	875
15:01:04	77	875
15:01:05	77	875
15:01:06	77	875
15:01:07	77	875
15:01:08	77	875
15:01:09	77	875
15:01:10	77	875
15:01:11	77	875
15:01:12	77	875
15:01:13	77	875
15:01:14	77	875
15:01:15	77	875
15:01:16	77	875
15:01:17	77	875
15:01:18	77	875
15:01:19	77	875
15:01:20	77	875
15:01:21	77	875
15:01:22	77	875
15:01:23	77	875
15:01:24	77	875
15:01:25	77	875
15:01:26	77	875
15:01:27	77	875
15:01:28	77	875
15:01:29	77	875
15:01:30	77	875
15:01:31	77	875
15:01:32	77	875
15:01:33	77	875
15:01:34	77	875
15:01:35	77	875
15:01:36	77	875
15:01:37	77	875
15:01:38	77	875
15:01:39	77	875
15:01:40	77	875
15:01:41	77	875
15:01:42	77	875
15:01:43	77	875
15:01:44	77	875
15:01:45	77	875
15:01:46	77	875
15:01:47	77	875
15:01:48	77	875
15:01:49	77	875
15:01:50	77	875
15:01:51	77	875
15:01:52	77	875
15:01:53	77	875
15:01:54	77	875
15:01:55	77	875
15:01:56	77	875
15:01:57	77	875
15:01:58	77	875
15:01:59	77	875
15:02:00	79	880
15:02:01	79	880
15:02:02	79	880
15:02:03	79	880
15:02:04	79	880
15:02:05	79	880
15:02:06	79	880
15:02:07	79	880
15:02:08	79	880
15:02:09	79	880
15:02:10	79	880
15:02:11	79	880
15:02:12	79	880
15:02:13	79	880
15:02:14	79	880
15:02:15	79	880
15:02:16	79	880
15:02:17	79	880
15:02:18	79	880
15:02:19	79	880
15:02:20	79	880
15:02:21	79	880
15:02:22	79	880
15:02:23	79	880
15:02:24	79	880
15:02:25	79	880
15:02:26	79	880
15:02:27	79	880
15:02:28	79	880
15:02:29	79	880
15:02:30	79	880
15:02:31	79	880
15:02:32	79	880
15:02:33	79	880
15:02:34	79	880
15:02:35	79	880
15:02:36	79	880
15:02:37	79	880
15:02:38	79	880
15:02:39	79	880
15:02:40	79	880
15:02:41	79	880
15:02:42	79	880
15:02:43	79	880
15:02:44	79	880
15:02:45	79	880
15:02:46	79	880
15:02:47	79	880
15:02:48	79	880
15:02:49	79	880
15:02:50	79	880
15:02:51	79	880
15:02:52	79	880
15:02:53	79	880
15:02:54	79	880
15:02:55	79	880
15:02:56	79	880
15:02:57	79	880
15:02:58	79	880
15:02:59	79	880
15:03:00	80	880
15:03:01	80	880
15:03:02	80	880
15:03:03	80	880
15:03:04	80	880
15:03:05	80	880
15:03:06	80	880
15:03:07	80	880
15:03:08	80	880
15:03:09	80	880
15:03:10	80	880
15:03:11	80	880
15:03:12	80	880
15:03:13	80	880
15:03:14	80	880
15:03:15	80	880
15:03:16	80	880
15:03:17	80	880
15:03:18	80	880
15:03:19	80	880
15:03:20	80	880
15:03:21	80	880
15:03:22	80	880
15:03:23	80	880
15:03:24	80	880
15:03:25	80	880
15:03:26	80	880
15:03:27	80	880
15:03:28	80	880
15:03:29	80	880
15:03:30	80	880
15:03:31	80	880
15:03:32	80	880
15:03:33	80	880
15:03:34	80	880
15:03:35	80	880
15:03:36	80	880
15:03:37	80	880
15:03:38	80	880
15:03:39	80	880
15:03:40	80	880
15:03:41	80	880
15:03:42	80	880
15:03:43	80	880
15:03:44	80	880
15:03:45	80	880
15:03:46	80	880
15:03:47	80	880
15:03:48	80	880
15:03:49	80	880
15:03:50	80	880
15:03:51	80	880
15:03:52	80	880
15:03:53	80	880
15:03:54	80	880
15:03:55	80	880
15:03:56	80	880
15:03:57	80	880
15:03:58	80	880
15:03:59	80	880
15:04:00	82	900	4
15:04:01	82	900
15:04:02	82	900
15:04:03	82	900
15:04:04	82	900
15:04:05	82	900
15:04:06	82	900
15:04:07	82	900
15:04:08	82	900
15:04:09	82	900
15:04:10	82	900
15:04:11	82	900
15:04:12	82	900
15:04:13	82	900
15:04:14	82	900
15:04:15	82	900
15:04:16	82	900
15:04:17	82	900
15:04:18	82	900
15:04:19	82	900
15:04:20	82	900
15:04:21	82	900
15:04:22	82	900
15:04:23	82	900
15:04:24	82	900
15:04:25	82	900
15:04:26	82	900
15:04:27	82	900
15:04:28	82	900
15:04:29	82	900
15:04:30	82	900
15:04:31	82	900
15:04:32	82	900
15:04:33	82	900
15:04:34	82	900
15:04:35	82	900
15:04:36	82	900
15:04:37	82	900
15:04:38	82	900
15:04:39	82	900
15:04:40	82	900
15:04:41	82	900
15:04:42	82	900
15:04:43	82	900
15:04:44	82	900
15:04:45	82	900
15:04:46	82	900
15:04:47	82	900
15:04:48	82	900
15:04:49	82	900
15:04:50	82	900
15:04:51	82	900
15:04:52	82	900
15:04:53	82	900
15:04:54	82	900
15:04:55	82	900
15:04:56	82	900
15:04:57	82	900
15:04:58	82	900
15:04:59	82	900
15:05:00	85	900
15:05:01	85	900
15:05:02	85	900
15:05:03	85	900
15:05:04	85	900
15:05:05	85	900
15:05:06	85	900
15:05:07	85	900
15:05:08	85	900
15:05:09	85	900
15:05:10	85	900
15:05:11	85	900
15:05:12	85	900
15:05:13	85	900
15:05:14	85	900
15:05:15	85	900
15:05:16	85	900
15:05:17	85	900
15:05:18	85	900
15:05:19	85	900
15:05:20	85	900
15:05:21	85	900
15:05:22	85	900
15:05:23	85	900
15:05:24	85	900
15:05:25	85	900
15:05:26	85	900
15:05:27	85	900
15:05:28	85	900
15:05:29	85	900
15:05:30	85	900
15:05:31	85	900
15:05:32	85	900
15:05:33	85	900
15:05:34	85	900
15:05:35	85	900
15:05:36	85	900
15:05:37	85	900
15:05:38	85	900
15:05:39	85	900
15:05:40	85	900
15:05:41	85	900
15:05:42	85	900
15:05:43	85	900
15:05:44	85	900
15:05:45	85	900
15:05:46	85	900
15:05:47	85	900
15:05:48	85	900
15:05:49	85	900
15:05:50	85	900
15:05:51	85	900
15:05:52	85	900
15:05:53	85	900
15:05:54	85	900
15:05:55	85	900
15:05:56	85	900
15:05:57	85	900
15:05:58	85	900
15:05:59	85	900
15:06:00	86	900
