TimeStamp	HeartRate		GSR		SUD
15:00:01	90	752	
15:00:02	90	753	
15:00:03	90	753	
15:00:04	90	753	
15:00:05	90	753	
15:00:06	90	753	
15:00:07	90	753	
15:00:08	90	754	
15:00:09	90	754	
15:00:10	90	754	
15:00:11	90	754	
15:00:12	91	754	
15:00:13	91	754	
15:00:14	91	755	
15:00:15	91	755	
15:00:16	91	755	
15:00:17	91	755	
15:00:18	91	755	
15:00:19	91	756	
15:00:20	91	756	
15:00:21	91	756	
15:00:22	91	756	
15:00:23	91	756	
15:00:24	91	756	
15:00:25	91	757	
15:00:26	91	757	
15:00:27	91	757	
15:00:28	91	757	
15:00:29	91	757	
15:00:30	91	757	
15:00:31	92	758	
15:00:32	92	758	
15:00:33	92	758	
15:00:34	92	758	
15:00:35	92	758	
15:00:36	92	759	
15:00:37	92	759	
15:00:38	92	759	
15:00:39	92	759	
15:00:40	92	759	
15:00:41	92	759	
15:00:42	92	760	
15:00:43	92	760	
15:00:44	92	760	
15:00:45	92	760	
15:00:46	92	760	
15:00:47	92	760	
15:00:48	92	761	
15:00:49	92	761	
15:00:50	93	761	
15:00:51	93	761	
15:00:52	93	761	
15:00:53	93	761	
15:00:54	93	762	
15:00:55	93	762	
15:00:56	93	762	
15:00:57	93	762	
15:00:58	93	762	
15:00:59	93	762	
15:01:00	93	763	
15:01:01	93	763	
15:01:02	93	763	
15:01:03	93	763	
15:01:04	93	763	
15:01:05	93	763	
15:01:06	93	764	
15:01:07	93	764	
15:01:08	93	764	
15:01:09	93	764	
15:01:10	94	764	
15:01:11	94	764	
15:01:12	94	765	
15:01:13	94	765	
15:01:14	94	765	
15:01:15	94	765	
15:01:16	94	765	
15:01:17	94	765	
15:01:18	94	766	
15:01:19	94	766	
15:01:20	94	766	
15:01:21	94	766	
15:01:22	94	766	
15:01:23	94	766	
15:01:24	94	767	
15:01:25	94	767	
15:01:26	94	767	
15:01:27	94	767	
15:01:28	94	767	
15:01:29	94	767	
15:01:30	95	768	
15:01:31	95	768	
15:01:32	95	768	
15:01:33	95	768	
15:01:34	95	768	
15:01:35	95	768	
15:01:36	95	769	
15:01:37	95	769	
15:01:38	95	769	
15:01:39	95	769	
15:01:40	95	769	
15:01:41	95	769	
15:01:42	95	770	
15:01:43	95	770	
15:01:44	95	770	
15:01:45	95	770	
15:01:46	95	770	
15:01:47	95	770	
15:01:48	95	770	
15:01:49	95	771	
15:01:50	95	771	
15:01:51	96	771	
15:01:52	96	771	
15:01:53	96	771	
15:01:54	96	771	
15:01:55	96	772	
15:01:56	96	772	
15:01:57	96	772	
15:01:58	96	772	
15:01:59	96	772	
15:02:00	96	772	
15:02:01	96	773	
15:02:02	96	773	
15:02:03	96	773	
15:02:04	96	773	
15:02:05	96	773	
15:02:06	96	773	
15:02:07	96	773	
15:02:08	96	774	
15:02:09	96	774	
15:02:10	96	774	
15:02:11	96	774	
15:02:12	97	774	
15:02:13	97	774	
15:02:14	97	775	
15:02:15	97	775	
15:02:16	97	775	
15:02:17	97	775	
15:02:18	97	775	
15:02:19	97	775	
15:02:20	97	775	
15:02:21	97	776	
15:02:22	97	776	
15:02:23	97	776	
15:02:24	97	776	
15:02:25	97	776	
15:02:26	97	776	
15:02:27	97	776	
15:02:28	97	777	
15:02:29	97	777	
15:02:30	97	777	
15:02:31	97	777	
15:02:32	97	777	
15:02:33	97	777	
15:02:34	98	778	
15:02:35	98	778	
15:02:36	98	778	
15:02:37	98	778	
15:02:38	98	778	
15:02:39	98	778	
15:02:40	98	778	
15:02:41	98	779	
15:02:42	98	779	
15:02:43	98	779	
15:02:44	98	779	
15:02:45	98	779	
15:02:46	98	779	
15:02:47	98	779	
15:02:48	98	780	
15:02:49	98	780	
15:02:50	98	780	
15:02:51	98	780	
15:02:52	98	780	
15:02:53	98	780	
15:02:54	98	780	
15:02:55	98	781	
15:02:56	98	781	
15:02:57	99	781	
15:02:58	99	781	
15:02:59	99	781	
15:03:00	99	781	5
15:03:01	99	782	
15:03:02	99	782	
15:03:03	99	782	
15:03:04	99	782	
15:03:05	99	782	
15:03:06	99	782	
15:03:07	99	782	
15:03:08	99	783	
15:03:09	99	783	
15:03:10	99	783	
15:03:11	99	783	
15:03:12	99	783	
15:03:13	99	783	
15:03:14	99	783	
15:03:15	99	784	
15:03:16	99	784	
15:03:17	99	784	
15:03:18	99	784	
15:03:19	99	784	
15:03:20	100	784	
15:03:21	100	784	
15:03:22	100	784	
15:03:23	100	785	
15:03:24	100	785	
15:03:25	100	785	
15:03:26	100	785	
15:03:27	100	785	
15:03:28	100	785	
15:03:29	100	785	
15:03:30	100	786	
15:03:31	100	786	
15:03:32	100	786	
15:03:33	100	786	
15:03:34	100	786	
15:03:35	100	786	
15:03:36	100	786	
15:03:37	100	787	
15:03:38	100	787	
15:03:39	100	787	
15:03:40	100	787	
15:03:41	100	787	
15:03:42	100	787	
15:03:43	100	787	
15:03:44	101	788	
15:03:45	101	788	
15:03:46	101	788	
15:03:47	101	788	
15:03:48	101	788	
15:03:49	101	788	
15:03:50	101	788	
15:03:51	101	788	
15:03:52	101	789	
15:03:53	101	789	
15:03:54	101	789	
15:03:55	101	789	
15:03:56	101	789	
15:03:57	101	789	
15:03:58	101	789	
15:03:59	101	790	
15:04:00	101	790	
15:04:01	101	790	
15:04:02	101	790	
15:04:03	101	790	
15:04:04	101	790	
15:04:05	101	790	
15:04:06	101	790	
15:04:07	101	791	
15:04:08	101	791	
15:04:09	101	791	
15:04:10	102	791	
15:04:11	102	791	
